casc_orgid,casc_name,casc_postcode,ch_orgid,ch_number,ch_name,ch_postcode,ch_type
GB-CASC-9e38e81c,Abergavenny RFC Limited,NP7 5SG,GB-COH-10612152,10612152,ABERGAVENNY RFC LIMITED,NP7 5SG,
GB-CASC-a1e32f0e,Yeovil Bowls & Squash Club Ltd,BA21 4AS,GB-COH-00217284,00217284,YEOVIL BOWLS & SQUASH CLUB LTD,BA21 4AS,
GB-CASC-a2a9cdfd,Newport (IW) Golf Club,PO30 3BA,GB-COH-14038161,14038161,NEWPORT (IW) GOLF CLUB LIMITED,PO30 3BA,
GB-CASC-a5d8ee31,Helsby Community Sports Club,WA6 0FX,GB-COH-12923424,12923424,HELSBY COMMUNITY SPORTS CLUB,WA6 0FX,
GB-CASC-a5f15d6e,Ripon City Golf Club Limited,HG4 3HH,GB-COH-11974106,11974106,RIPON CITY GOLF CLUB LIMITED,HG4 3HH,
GB-CASC-a61cbc25,Beccehamian Rugby Football Club Limited,BR4 9BB,GB-COH-09774810,09774810,BECCEHAMIAN RUGBY FOOTBALL CLUB LIMITED,BR4 9BB,
GB-CASC-a817fd8f,Swanage Bowling Club Ltd,BH19 1PG,GB-COH-11968302,11968302,SWANAGE BOWLING CLUB LIMITED,BH19 1PG,
GB-CASC-ab1f2422,Llandrindod Wells Football Club,LD1 5EF,GB-COH-10085236,10085236,LLANDRINDOD WELLS FOOTBALL CLUB LIMITED,LD1 5EF,
GB-CASC-acd9bf94,Hayes (Kent) Cricket Club,BR2 7AA,GB-COH-09796022,09796022,HAYES (KENT) CRICKET CLUB LTD,BR2 7AA,
GB-CASC-ad9bdeaa,Broxbourne Rowing Club,EN10 6QU,GB-COH-12322612,12322612,BROXBOURNE ROWING CLUB,EN10 6QU,
GB-CASC-af0be48e,Forfar Sailing Club Limited,DD8 3LU,GB-COH-SC643034,SC643034,FORFAR SAILING CLUB LIMITED,DD8 3LU,
GB-CASC-af154ce5,Oxford City & County Bowls Club Ltd,OX2 7EE,GB-COH-04343847,04343847,OXFORD CITY & COUNTY BOWLS CLUB LIMITED,OX2 7EE,
GB-CASC-af74d266,Small Heath Boxing Club,B9 4ED,GB-COH-07866032,07866032,SMALL HEATH BOXING CLUB LIMITED,B9 4ED,
GB-CASC-af752ce1,Breightmet Golf Club,BL2 5PA,GB-COH-01294222,01294222,BREIGHTMET GOLF CLUB LIMITED,BL2 5PA,
GB-CASC-af8c71b3,Keswick Football Club,CA12 4AQ,GB-COH-06414125,06414125,KESWICK FOOTBALL CLUB LIMITED,CA12 4AQ,
GB-CASC-b1bdcce3,Chipstead Rugby Football Club Limited,CR5 3SB,GB-COH-09084860,09084860,CHIPSTEAD RUGBY FOOTBALL CLUB LIMITED,CR5 3SB,
GB-CASC-b1d280c2,Oxford City Athletic Club CIC,OX4 2RR,GB-COH-11423946,11423946,OXFORD CITY ATHLETIC CLUB CIC,OX4 2RR,
GB-CASC-b4bbfbb6,Ilkley Lawn Tennis & Squash Club Limited,LS29 9BG,GB-COH-08259064,08259064,ILKLEY LAWN TENNIS & SQUASH CLUB LIMITED,LS29 9BG,
GB-CASC-ba97ca29,Swanage and District Angling Club,BH19 2AY,GB-COH-11453691,11453691,SWANAGE AND DISTRICT ANGLING CLUB LIMITED,BH19 2AY,
GB-CASC-bbcbb26c,Sidmouth Golf Club Limited,EX10 8SX,GB-COH-12220182,12220182,SIDMOUTH GOLF CLUB LIMITED,EX10 8SX,
GB-CASC-bbd8d63e,Chichester Hockey Club limited,PO18 0JY,GB-COH-10185827,10185827,CHICHESTER HOCKEY CLUB LIMITED,PO18 0JY,
GB-CASC-bc7b2403,Kenfig Hill RFC,CF33 6BU,GB-COH-10767059,10767059,KENFIG HILL RFC LIMITED,CF33 6BU,
GB-CASC-bcf0efad,Grappenhall Sports Club,WA4 3HQ,GB-COH-04405365,04405365,GRAPPENHALL SPORTS CLUB LIMITED,WA4 3HQ,
GB-CASC-bd894e32,Bridgnorth Golf Club Limited,WV16 4SF,GB-COH-12076643,12076643,BRIDGNORTH GOLF CLUB LIMITED,WV16 4SF,
GB-CASC-be5540fb,North Wales Golf Club,LL30 2DZ,GB-COH-01179226,01179226,NORTH WALES GOLF CLUB LIMITED,LL30 2DZ,
GB-CASC-bea4afff,Tredegar Park Golf Club,NP10 9TG,GB-COH-00360624,00360624,TREDEGAR PARK GOLF CLUB LIMITED,NP10 9TG,
GB-CASC-c05f1341,St Neots Rugby Union Football Club Ltd,PE19 1RU,GB-COH-12029964,12029964,ST NEOTS RUGBY UNION FOOTBALL CLUB LTD,PE19 1RU,
GB-CASC-c28fc62f,Bredon Amateur Football Club Limited,GL20 7QN,GB-COH-08219607,08219607,BREDON AMATEUR FOOTBALL CLUB LTD,GL20 7QN,
GB-CASC-c9b25de5,Aretians Rugby Football Club Ltd,BS34 6HW,GB-COH-07246580,07246580,ARETIANS RUGBY FOOTBALL CLUB LIMITED,BS34 6HW,
GB-CASC-d2aff3ae,Frimley Tennis Club,GU15 2SR,GB-COH-13297433,13297433,FRIMLEY TENNIS CLUB LIMITED,GU15 2SR,
GB-CASC-d307baf4,Tunbridge Wells Lawn Tennis Club Ltd,TN2 5ES,GB-COH-13112942,13112942,TUNBRIDGE WELLS LAWN TENNIS CLUB LIMITED,TN2 5ES,
GB-CASC-d3a92214,Taunton Deane Bowling Club,TA1 2RW,GB-COH-03108890,03108890,TAUNTON DEANE BOWLING CLUB LIMITED,TA1 2RW,
GB-CASC-d66dd05c,Lilleshall Cricket Club,TF10 9HE,GB-COH-12337413,12337413,LILLESHALL CRICKET CLUB LIMITED,TF10 9HE,
GB-CASC-d70d434b,Moseley Cricket Club,B90 3PE,GB-COH-11269248,11269248,MOSELEY CRICKET CLUB LIMITED,B90 3PE,
GB-CASC-d7266877,Helensburgh Golf Club,G84 9HZ,GB-COH-SC633254,SC633254,HELENSBURGH GOLF CLUB LIMITED,G84 9HZ,
GB-CASC-d980a935,Walton and Frinton Yacht Club Limited,CO14 8PF,GB-COH-11670888,11670888,WALTON AND FRINTON YACHT CLUB LIMITED,CO14 8PF,
GB-CASC-da098bf7,Longlevens Rugby Football Club Ltd,GL2 9EU,GB-COH-07604500,07604500,LONGLEVENS RUGBY FOOTBALL CLUB LIMITED,GL2 9EU,
GB-CASC-dc6cc10f,Patesians Sports & Social Club,GL53 9LG,GB-COH-04949826,04949826,PATESIANS SPORTS & SOCIAL CLUB,GL53 9LG,
GB-CASC-de436139,Brampton Golf Club,CA8 1HN,GB-COH-09998166,09998166,BRAMPTON GOLF CLUB LIMITED,CA8 1HN,
GB-CASC-de94292d,Bromley Rugby Football Club Limited,BR2 7AA,GB-COH-09780071,09780071,BROMLEY RUGBY FOOTBALL CLUB LIMITED,BR2 7AA,
GB-CASC-dfd727d2,Senderismo En Londres Ltd,EC1V 3AJ,GB-COH-11182899,11182899,SENDERISMO EN LONDRES LTD,EC1V 3AJ,
GB-CASC-e0c72c59,Gullivers Bowls Club,TN40 1LG,GB-COH-00748329,00748329,GULLIVERS BOWLS CLUB LIMITED,TN40 1LG,
GB-CASC-e13800bd,Bedford Rowing Club Ltd,MK42 0AX,GB-COH-13170149,13170149,BEDFORD ROWING CLUB LTD,MK42 0AX,
GB-CASC-e6d6acaa,Datchet Golf Club,SL3 9BP,GB-COH-04938672,04938672,DATCHET GOLF CLUB LIMITED,SL3 9BP,
GB-CASC-eada4166,Wanstead Golf Club,E11 2LW,GB-COH-13567541,13567541,WANSTEAD GOLF CLUB LIMITED,E11 2LW,
GB-CASC-ee96ea26,Blandford Rugby Football Club,DT11 7DX,GB-COH-07206571,07206571,BLANDFORD RUGBY FOOTBALL CLUB LIMITED,DT11 7DX,
GB-CASC-ef6bc1f5,The Royal Eastbourne Golf Club Ltd,BN20 8BP,GB-COH-00132651,00132651,THE ROYAL EASTBOURNE GOLF CLUB LIMITED,BN20 8BP,
GB-CASC-f30de8e0,Carlisle Golf Club Ltd,CA4 8AG,GB-COH-09996675,09996675,CARLISLE GOLF CLUB LIMITED,CA4 8AG,
GB-CASC-f37588fc,Grimsby Town Cricket Club Ltd,DN34 4TX,GB-COH-09152438,09152438,GRIMSBY TOWN CRICKET CLUB,DN34 4TX,
GB-CASC-f3b50c73,Birmingham Rowing Club Ltd,B20 3LE,GB-COH-03690598,03690598,BIRMINGHAM ROWING CLUB LIMITED,B20 3LE,
GB-CASC-f4ab2448,Kempston Hammers Sports & Social Club,MK42 7BN,GB-COH-04233392,04233392,KEMPSTON HAMMERS SPORTS & SOCIAL CLUB LIMITED,MK42 7BN,
GB-CASC-f7bf905a,Shirehampton Park Golf Club,BS11 0UL,GB-COH-00456710,00456710,SHIREHAMPTON PARK GOLF CLUB LIMITED,BS11 0UL,
GB-CASC-fb787134,Grange Fell Golf Club Ltd,LA11 6HB,GB-COH-11587545,11587545,GRANGE FELL GOLF CLUB LTD,LA11 6HB,
GB-CASC-fc355eda,Crook Golf Club,DL15 9AA,GB-COH-10655866,10655866,CROOK GOLF CLUB LIMITED,DL15 9AA,
GB-CASC-fcadf644,Exeter Saracens Rugby Football Club,EX4 8NT,GB-COH-09694087,09694087,EXETER SARACENS RUGBY FOOTBALL CLUB LIMITED,EX4 8NT,
GB-CASC-fcff93ce,Mendip Golf Club Limited,BA3 4UT,GB-COH-00762710,00762710,MENDIP GOLF CLUB LIMITED,BA3 4UT,
GB-CASC-fda709f2,Church Stretton Golf Club,SY6 6JH,GB-COH-11749892,11749892,CHURCH STRETTON GOLF CLUB LIMITED,SY6 6JH,
GB-CASC-fe48ca6c,Okehampton Golf Club,EX20 1EF,GB-COH-13874846,13874846,OKEHAMPTON GOLF CLUB LTD,EX20 1EF,
GB-CASC-ffe7e400,Hornets Rugby Football Club,BS22 8LY,GB-COH-10121185,10121185,HORNETS RUGBY FOOTBALL CLUB LIMITED,BS22 8LY,
